DATE,dateindex,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
1/19/2009,19,-0.002439425,0.001144381,0.000258568,-0.000483994,0.001009873,0.000468929,0.00041316,-3.26E-05,0.000625318,0.000893585,-0.000191474,0.000444418,0.000382019,-0.00101182,0.001658421,0.004373594,-0.000622415,0.004128952,-0.000685949,-0.000172489,-0.001037376,0.000447018,0.000112486,-0.000986665,-0.002021839,0.000558509,-0.003069865,-9.68E-05,-0.000499109,-0.00121883,-0.006298209,0.000983874,-0.000774878,-0.001441947,-0.002312996,-0.001769014,0.000490629,-0.00024733,0.001550673,-0.11088057
1/20/2009,20,-0.00168166,-0.003174932,0.000837157,0.001047212,0.001245361,0.003746546,5.81E-05,-0.000393487,-0.001838364,-0.001654283,-0.000721927,0.000730021,0.000908519,-0.003388208,-0.000554802,-0.001078114,0.001539922,0.001846211,0.004386496,0.001695485,-0.003002082,0.004671793,-0.002756767,-0.001686152,-0.001951821,0.000736323,-0.00174419,0.000942958,0.002969742,0.000365465,0.001090176,0.002593006,-0.002972234,0.001039066,-0.001041291,-0.00270085,-0.007450483,-6.85E-05,0.001662132,-0.092959145
1/21/2009,21,-0.000906989,0.000259069,-0.000127545,-5.07E-05,0.000105714,0.000579506,4.78E-05,0.000222633,-0.000260108,0.000972809,-0.000224138,-0.000238493,-0.000296763,-1.00E-05,-0.000382695,-0.000218218,0.000259992,0.000116044,-9.03E-05,0.000216074,-0.000112164,-0.000108589,-9.75E-06,0.000473282,0.000306861,0.000138236,-0.000234341,-0.000608313,0.000264089,-0.000148173,-0.000150985,-0.000110389,9.21E-05,0.000111077,-0.000576083,-0.000391418,0.000399233,-0.000243652,0.00096403,0.249250543
1/22/2009,22,-0.000906989,0.000259069,-0.000127545,-5.07E-05,0.000105714,0.000579506,4.78E-05,0.000222633,-0.000260108,0.000972809,-0.000224138,-0.000238493,-0.000296763,-1.00E-05,-0.000382695,-0.000218218,0.000259992,0.000116044,-9.03E-05,0.000216074,-0.000112164,-0.000108589,-9.75E-06,0.000473282,0.000306861,0.000138236,-0.000234341,-0.000608313,0.000264089,-0.000148173,-0.000150985,-0.000110389,9.21E-05,0.000111077,-0.000576083,-0.000391418,0.000399233,-0.000243652,0.00096403,0.116122669
1/23/2009,23,-0.000906989,0.000259069,-0.000127545,-5.07E-05,0.000105714,0.000579506,4.78E-05,0.000222633,-0.000260108,0.000972809,-0.000224138,-0.000238493,-0.000296763,-1.00E-05,-0.000382695,-0.000218218,0.000259992,0.000116044,-9.03E-05,0.000216074,-0.000112164,-0.000108589,-9.75E-06,0.000473282,0.000306861,0.000138236,-0.000234341,-0.000608313,0.000264089,-0.000148173,-0.000150985,-0.000110389,9.21E-05,0.000111077,-0.000576083,-0.000391418,0.000399233,-0.000243652,0.00096403,-0.08456793
1/24/2009,24,-0.000906989,0.000259069,-0.000127545,-5.07E-05,0.000105714,0.000579506,4.78E-05,0.000222633,-0.000260108,0.000972809,-0.000224138,-0.000238493,-0.000296763,-1.00E-05,-0.000382695,-0.000218218,0.000259992,0.000116044,-9.03E-05,0.000216074,-0.000112164,-0.000108589,-9.75E-06,0.000473282,0.000306861,0.000138236,-0.000234341,-0.000608313,0.000264089,-0.000148173,-0.000150985,-0.000110389,9.21E-05,0.000111077,-0.000576083,-0.000391418,0.000399233,-0.000243652,0.00096403,-0.010784626
1/25/2009,25,-0.000906989,0.000259069,-0.000127545,-5.07E-05,0.000105714,0.000579506,4.78E-05,0.000222633,-0.000260108,0.000972809,-0.000224138,-0.000238493,-0.000296763,-1.00E-05,-0.000382695,-0.000218218,0.000259992,0.000116044,-9.03E-05,0.000216074,-0.000112164,-0.000108589,-9.75E-06,0.000473282,0.000306861,0.000138236,-0.000234341,-0.000608313,0.000264089,-0.000148173,-0.000150985,-0.000110389,9.21E-05,0.000111077,-0.000576083,-0.000391418,0.000399233,-0.000243652,0.00096403,0.063951944
1/26/2009,26,0.000709836,0.001342103,0.003069648,0.001412281,-0.001323285,0.000506483,-0.004382375,-0.003201829,-3.13E-05,0.002856008,-0.004071654,-0.000520567,-5.08E-05,-0.000352969,-8.80E-05,0.000725147,0.003234206,-0.000103221,-0.000599243,-0.001073996,0.000899703,0.002156735,0.002172449,0.003558018,0.000113154,0.001854588,0.000331215,0.004111706,-0.000917741,-0.009232372,0.001351386,0.001955905,0.001367773,0.003574301,-0.002968043,-4.69E-05,0.00060953,0.000969624,0.001895267,-0.180785614
1/27/2009,27,0.057509225,0.02722184,0.097027519,-0.003116619,-0.033137628,-0.008759723,0.04746042,0.031056009,-0.025880405,0.012773014,-0.03376829,-0.003811668,-0.000352777,-0.011695602,0.062881422,-0.011609798,-0.017212098,-0.016234443,-0.004742532,-0.02675121,-0.004472372,0.036027197,-0.021419545,0.033945955,-0.007351167,0.00800413,0.037899186,0.035768262,-0.022703968,-0.052271133,-0.004161567,-0.009625576,0.000466583,0.018366745,-0.017348714,0.002617448,-0.00744351,-0.006415375,0.02263454,-0.08812626
1/28/2009,28,0.027752584,0.010812191,0.048619458,-0.001423696,-0.014084511,-0.00054346,0.030445206,0.014435499,-0.015033576,0.008055562,-0.015563709,-0.00327628,-0.003154899,-0.002869005,0.032444019,-0.007297823,-0.016663783,-0.007424131,0.000218881,-0.010020196,-0.004604107,0.016447941,-0.014189106,0.016585614,-0.001616629,-0.005988337,0.024166216,0.016020824,-0.015964413,-0.007786801,-0.008344895,-0.017103776,-0.010267863,-0.002699964,-0.003119339,0.004469567,0.00411116,-0.006101502,0.014493531,0.072095267
